id|name|district_id
13915|Maguan|1400
13916|Meteseh|1400
13917|Mojorembun|1400
13918|Karangsekar|1400
13919|Kuangsan|1400
13920|Dresi Kulon|1400
13921|Dresi Wetan|1400
13922|Gunungsari|1400
13923|Banyudono|1400
13924|Bogoharjo|1400
13925|Babadan|1400
13926|Banggi|1400
13927|Waru|1401
13928|Weton|1401
13929|Tritunggal|1401
13930|Turusgede|1401
13931|Sumberjo|1401
13932|Tireman|1401
13933|Tlogomojo|1401
13934|Sridadi|1401
13935|Sukoharjo|1401
13936|Pulo|1401
13937|Punjulharjo|1401
13938|Ngotet|1401
13939|Padaran|1401
13940|Pasarbanggi|1401
13941|Kumendung|1401
13942|Mondoteko|1401
13943|Ngadem|1401
13944|Kedungrejo|1401
13945|Ketanggi|1401
13946|Kabongan Lor|1401
13947|Kasreman|1401
13948|Sidowayah|1401
13949|Gedangan|1401
13950|Leteh|1401
13951|Kabongan Kidul|1401
13952|Magersari|1401
13953|Sawahan|1401
13954|Pacar|1401
13955|Tanjungsari|1401
13956|Gegunung Wetan|1401
13957|Gegunung Kulon|1401
13958|Kutoharjo|1401
13959|Pandean|1401
13960|Tasikagung|1401
13961|Tompomulyo|1402
13962|Raci|1402
13963|Sukoagung|1402
13964|Tlogomojo|1402
13965|Ngening|1402
13966|Pecangaan|1402
13967|Kuniran|1402
13968|Lengkong|1402
13969|Mangunlegi|1402
13970|Kedalon|1402
13971|Ketitangwetan|1402
13972|Klayusiwalan|1402
13973|Jembangan|1402
13974|Gajahkumpul|1402
13975|Gunungsari|1402
13976|Bulumulyo|1402
13977|Bumimulyo|1402
13978|Batursari|1402
13979|Tluwah|1403
13980|Trimulyo|1403
13981|Pajeksan|1403
13982|Pekuwon|1403
13983|Sejomulyo|1403
13984|Margomulyo|1403
13985|Mintomulyo|1403
13986|Ketip|1403
13987|Kudukeras|1403
13988|Langenharjo|1403
13989|Kebonsawahan|1403
13990|Kedungpancing|1403
13991|Karangrejo|1403
13992|Kauman|1403
13993|Jepuro|1403
13994|Karang|1403
13995|Growong Lor|1403
13996|Growong Kidul|1403
13997|Genengmulyo|1403
13998|Dukutalit|1403
13999|Gadingrejo|1403
14000|Doropayung|1403
14001|Bumirejo|1403
14002|Bendar|1403
14003|Bringin|1403
14004|Bakaran Wetan|1403
14005|Bakaran Kulon|1403
14006|Bajomulyo|1403
14007|Agungmulyo|1403
14008|Trikoyo|1404
14009|Tegalarum|1404
14010|Tamansari|1404
14011|Sumberrejo|1404
14012|Sumberarum|1404
14013|Sumberan|1404
14014|Sumberagung|1404
14015|Sukorukun|1404
14016|Srikaton|1404
14017|Sriwedari|1404
14018|Sidomukti|1404
14019|Sidoluhur|1404
14020|Ronggo|1404
14021|Mojoluhur|1404
14022|Mojolampir|1404
14023|Mantingan|1404
14024|Manjang|1404
14025|Kebonturi|1404
14026|Lundo|1404
14027|Boto|1404
14028|Aromanis (Arumanis)|1404
14029|Wateshaji|1405
14030|Triguno|1405
14031|Terteg|1405
14032|Tanjungsekar|1405
14033|Tegalwero|1405
14034|Sokopuluhan|1405
14035|Sitimulyo|1405
14036|Pucakwangi|1405
14037|Plosorejo|1405
14038|Mojoagung|1405
14039|Pelemgede|1405
14040|Kletek|1405
14041|Lumbungmas|1405
14042|Mencon|1405
14043|Karangwotan|1405
14044|Kepohkencono|1405
14045|Jetak|1405
14046|Karangrejo|1405
14047|Bodeh|1405
14048|Grogolsari|1405
14049|Tondokerto|1406
14050|Tondomulyo|1406
14051|Tanjungsari|1406
14052|Tlogorejo|1406
14053|Sonorejo|1406
14054|Tambahmulyo|1406
14055|Sendangsoko|1406
14056|Sidoarum|1406
14057|Sidomulyo|1406
14058|Puluhan Tengah|1406
14059|Sembaturagung|1406
14060|Mantingan Tengah|1406
14061|Ngastorejo|1406
14062|Plosojenar|1406
14063|Karangrowo|1406
14064|Kedungmulyo|1406
14065|Kalimulyo|1406
14066|Karangrejo Lor|1406
14067|Jakenan|1406
14068|Jatisari|1406
14069|Glonggong|1406
14070|Bungasrejo|1406
14071|Dukuhmulyo|1406
14072|Winong|1407
14073|Wirun|1407
14074|Tanggel|1407
14075|Tawangrejo|1407
14076|Tlogorejo|1407
14077|Sumbermulyo|1407
14078|Serutsadang|1407
14079|Sugihan|1407
14080|Pohgading|1407
14081|Pulorejo|1407
14082|Sarimulyo|1407
14083|Pagendisan|1407
14084|Pekalongan|1407
14085|Padangan|1407
14086|Kudur|1407
14087|Mintorahayu|1407
14088|Klecoregonang|1407
14089|Kropak|1407
14090|Kebolampang|1407
14091|Kebowan|1407
14092|Karangsumber|1407
14093|Gunungpanti|1407
14094|Guyangan|1407
14095|Karangkonang|1407
14096|Degan|1407
14097|Godo|1407
14098|Danyangmulyo|1407
14099|Bringinwareng|1407
14100|Bumiharjo|1407
14101|Blingijati|1407
14102|Tambakromo|1408
14103|Wukirsari|1408
14104|Tambahagung|1408
14105|Tambaharjo|1408
14106|Sinomwidodo|1408
14107|Sitirejo|1408
14108|Mojomulyo|1408
14109|Pakis|1408
14110|Maitan|1408
14111|Mangunrekso|1408
14112|Kedalingan|1408
14113|Larangan|1408
14114|Karangwono|1408
14115|Keben|1408
14116|Karangmulyo|1408
14117|Karangawen|1408
14118|Angkatan Kidul|1408
14119|Angkatan Lor|1408
14120|Tlogoayu|1409
14121|Wuwur|1409
14122|Tanjang|1409
14123|Tanjunganom|1409
14124|Sunggingwarno|1409
14125|Tambahmulyo|1409
14126|Sambirejo|1409
14127|Soko|1409
14128|Sugihrejo|1409
14129|Penanggungan|1409
14130|Plumbungan|1409
14131|Mojolawaran|1409
14132|Pantirejo|1409
14133|Kosekan|1409
14134|Mintobasuki|1409
14135|Koryokalangan|1409
14136|Karaban|1409
14137|Koripandriyo|1409
14138|Gabus|1409
14139|Gebang|1409
14140|Gempolsari|1409
14141|Banjarsari|1409
14142|Bogotanjung|1409
14143|Wotan|1410
14144|Babalan|1409
14145|Tompegunung|1410
14146|Wegil|1410
14147|Sukolilo|1410
14148|Sumbersoko|1410
14149|Porang Paring|1410
14150|Prawoto|1410
14151|Kuwawur|1410
14152|Pakem|1410
14153|Kasiyan|1410
14154|Kedumulyo|1410
14155|Kedungwinong|1410
14156|Cengkalsewu|1410
14157|Gadudero|1410
14158|Baturejo|1410
14159|Trimulyo|1411
14160|Baleadi|1410
14161|Sundoluhur|1411
14162|Talun|1411
14163|Srikaton|1411
14164|Sumbersari|1411
14165|Slungkep|1411
14166|Rogomulyo|1411
14167|Pesagi|1411
14168|Purwokerto|1411
14169|Kayen|1411
14170|Pasuruhan|1411
14171|Durensawit|1411
14172|Jatiroto|1411
14173|Jimbaran|1411
14174|Boloagung|1411
14175|Brati|1411
14176|Wangunrejo|1412
14177|Beketel|1411
14178|Sukoharjo|1412
14179|Sukobubuk|1412
14180|Sokokulon|1412
14181|Pegandan|1412
14182|Penambuhan|1412
14183|Muktiharjo|1412
14184|Ngawen|1412
14185|Margorejo|1412
14186|Metaraman|1412
14187|Langenharjo|1412
14188|Langse|1412
14189|Jambean Kidul|1412
14190|Jimbaran|1412
14191|Bumirejo|1412
14192|Dadirejo|1412
14193|Badegan|1412
14194|Banyuurip|1412
14195|Sitiluhur|1413
14196|Wonosekar|1413
14197|Pohgading|1413
14198|Semirejo|1413
14199|Klakah Kasian|1413
14200|Plukaran|1413
14201|Kedungbulus|1413
14202|Ketanggan|1413
14203|Bageng|1413
14204|Bermi|1413
14205|Gembong|1413
14206|Wonorejo|1414
14207|Tamansari|1414
14208|Tlogorejo|1414
14209|Tlogosari|1414
14210|Tajungsari|1414
14211|Sumbermulyo|1414
14212|Suwatu|1414
14213|Sambirejo|1414
14214|Purwosari|1414
14215|Regaloh|1414
14216|Guwo|1414
14217|Klumpit|1414
14218|Lahar|1414
14219|Cabak|1414
14220|Gunungsari|1414
14221|Tegalombo|1415
14222|Wedusan|1415
14223|Ngagel|1415
14224|Puncel|1415
14225|Kembang|1415
14226|Kenanti|1415
14227|Dumpil|1415
14228|Grogolan|1415
14229|Dukuhseti|1415
14230|Alasdowo|1415
14231|Bakalan|1415
14232|Banyutowo|1415
14233|Sumur|1416
14234|Sentul|1416
14235|Sirahan|1416
14236|Payak|1416
14237|Plaosan|1416
14238|Mojo|1416
14239|Ngablak|1416
14240|Ngawen|1416
14241|Gesengan|1416
14242|Karangsari|1416
14243|Medani|1416
14244|Gerit|1416
14245|Bleber|1416
14246|Sidomulyo|1417
14247|Sumberejo|1417
14248|Pesagen|1417
14249|Sampok|1417
14250|Jrahi|1417
14251|Ngetuk|1417
14252|Perdopo|1417
14253|Jembulwunut|1417
14254|Jepalo|1417
14255|Gulangpungge|1417
14256|Gunungwungkal|1417
14257|Gajihan|1417
14258|Giling|1417
14259|Bancak|1417
14260|Gadu|1417
14261|Tendas|1418
14262|Tunggulsari|1418
14263|Sendangrejo|1418
14264|Tayukulon|1418
14265|Tayuwetan|1418
14266|Purwokerto|1418
14267|Sambiroto|1418
14268|Pakis|1418
14269|Pondowan|1418
14270|Pundenrejo|1418
14271|Luwang|1418
14272|Margomulyo|1418
14273|Keboromo|1418
14274|Kedungbang|1418
14275|Kedungsari|1418
14276|Kalikalong|1418
14277|Jepat Lor|1418
14278|Dororejo|1418
14279|Jepat Kidul|1418
14280|Bendokaton Kidul|1418
14281|Bulungan|1418
14282|Tunjungrejo|1419
14283|Waturoyo|1419
14284|Soneyan|1419
14285|Tanjungrejo|1419
14286|Tegalarum|1419
14287|Semerak|1419
14288|Sidomukti|1419
14289|Purwodadi|1419
14290|Purworejo|1419
14291|Sekarjalak|1419
14292|Pohijo|1419
14293|Pangkalan|1419
14294|Ngemplak Kidul|1419
14295|Ngemplak Lor|1419
14296|Langgenharjo|1419
14297|Margotuhu Kidul|1419
14298|Margoyoso|1419
14299|Kajen|1419
14300|Kertomulyo|1419
14301|Bulumanis Kidul|1419
14302|Bulumanis Lor|1419
14303|Cebolek Kidul|1419
14304|Trangkil|1420
14305|Tegalharjo|1420
14306|Tlutup|1420
14307|Rejoagung|1420
14308|Sambilawang|1420
14309|Krandan|1420
14310|Mojoagung|1420
14311|Pasucen|1420
14312|Karangwage|1420
14313|Kertomulyo|1420
14314|Ketanen|1420
14315|Kajar|1420
14316|Karanglegi|1420
14317|Guyangan|1420
14318|Kadilangu|1420
14319|Tluwuk|1421
14320|Wedarijaksa|1421
14321|Asempapan|1420
14322|Suwaduk|1421
14323|Tawangharjo|1421
14324|Tlogoharum|1421
14325|Sukoharjo|1421
14326|Panggungroyom|1421
14327|Sidoharjo|1421
14328|Ngurensiti|1421
14329|Pagerharjo|1421
14330|Margorejo|1421
14331|Ngurenrejo|1421
14332|Jetak|1421
14333|Jontro|1421
14334|Kepoh|1421
14335|Bumiayu|1421
14336|Jatimulyo|1421
14337|Widorokandang|1422
14338|Bangsalrejo|1421
14339|Tambaharjo|1422
14340|Tambahsari|1422
14341|Sinoman|1422
14342|Sugiharjo|1422
14343|Parenggan|1422
14344|Payang|1422
14345|Purworejo|1422
14346|Mulyoharjo|1422
14347|Ngepungrojo|1422
14348|Dengkek|1422
14349|Geritan|1422
14350|Kutoharjo|1422
14351|Sarirejo|1422
14352|Mustokoharjo|1422
14353|Sidoharjo|1422
14354|Semampir|1422
14355|Kalidoro|1422
14356|Panjunan|1422
14357|Pati Wetan|1422
14358|Gajahmati|1422
14359|Blaru|1422
14360|Pati Kidul|1422
14361|Plangitan|1422
14362|Puri|1422
14363|Sidokerto|1422
14364|Ngarus|1422
14365|Winong|1422
14366|Pati Lor|1422
14367|Randulawang|1423
14368|Singget|1423
14369|Tobo|1423
14370|Kepoh|1423
14371|Pelem|1423
14372|Pengkoljagong|1423
14373|Jati|1423
14374|Jegong|1423
14375|Doplang|1423
14376|Gabusan|1423
14377|Gempol|1423
14378|Sumber|1424
14379|Bangkleyan|1423
14380|Nglebak|1424
14381|Nglungger|1424
14382|Ngrawoh|1424
14383|Mojorembun|1424
14384|Nginggil|1424
14385|Medalem|1424
14386|Megeri|1424
14387|Mendenrejo|1424
14388|Getas|1424
14389|Wulung|1425
14390|Temulus|1425
14391|Tlogotuwung|1425
14392|Sumberjo|1425
14393|Tanggel|1425
14394|Randublatung|1425
14395|Sambongwangan|1425
14396|Plosorejo|1425
14397|Pilang|1425
14398|Ngliron|1425
14399|Kutukan|1425
14400|Kediren|1425
14401|Kalisari|1425
14402|Jeruk|1425
14403|Kadengan|1425
14404|Gembyungan|1425
14405|Bodeh|1425
14406|Bekutuk|1425
14407|Wado|1426
14408|Tanjung|1426
14409|Sogo|1426
14410|Sidorejo|1426
14411|Pulo|1426
14412|Panolan|1426
14413|Ngraho|1426
14414|Klagen|1426
14415|Nglandeyan|1426
14416|Ketuwan|1426
14417|Kemantren|1426
14418|Kedungtuban|1426
14419|Kalen|1426
14420|Jimbung|1426
14421|Gondel|1426
14422|Galuk|1426
14423|Bajo|1426
14424|Singonegoro|1427
14425|Nglobo|1427
14426|Nglebur|1427
14427|Ketringan|1427
14428|Jiworejo|1427
14429|Jiken|1427
14430|Janjang|1427
14431|Genjahan|1427
14432|Cabak|1427
14433|Bleboh|1427
14434|Bangowan|1427
14435|Temengeng|1428
14436|Sambongrejo|1428
14437|Sambong|1428
14438|Ledok|1428
14439|Pojokwatu|1428
14440|Gagakan|1428
14441|Giyanti|1428
14442|Brabowan|1428
14443|Gadu|1428
14444|Tambakromo|1429
14445|Biting|1428
14446|Nglanjuk|1429
14447|Ngloram|1429
14448|Sumberpitu|1429
14449|Kentong|1429
14450|Mernung|1429
14451|Mulyorejo|1429
14452|Karangboyo|1429
14453|Jipang|1429
14454|Kapuan|1429
14455|Cabeyan (Cabean)|1429
14456|Gadon|1429
14457|Getas|1429
14458|Ngroto|1429
14459|Balun|1429
14460|Cepu|1429
14461|Ngelo|1429
14462|Sendangrejo|1430
14463|Tempurejo|1430
14464|Nglengkir|1430
14465|Prantaan|1430
14466|Sarirejo|1430
14467|Karang|1430
14468|Karanganyar|1430
14469|Gombang|1430
14470|Jeruk|1430
14471|Jurangjero|1430
14472|Gayam|1430
14473|Gembol|1430
14474|Bogorejo|1430
14475|Gandu|1430
14476|Turirejo|1431
14477|Waru|1431
14478|Soko|1431
14479|Sumurboto|1431
14480|Tempellemahbang|1431
14481|Semanggi|1431
14482|Seso|1431
14483|Puledagel|1431
14484|Semampir|1431
14485|Nglarohgunung|1431
14486|Palon|1431
14487|Ngampon|1431
14488|Kawengan|1431
14489|Kemiri|1431
14490|Jatirejo|1431
14491|Jepon|1431
14492|Jomblang|1431
14493|Geneng|1431
14494|Gersi|1431
14495|Gedangdowo|1431
14496|Blungun|1431
14497|Brumbung|1431
14498|Bangsri|1431
14499|Balong|1431
14500|Bacem|1431
14501|Tlogowungu|1432
14502|Wotbakah|1432
14503|Sumberejo|1432
14504|Tengger|1432
14505|Pengkolrejo|1432
14506|Padaan|1432
14507|Ngapus|1432
14508|Ngiyono|1432
14509|Ngrambitan|1432
14510|Kalinanas|1432
14511|Krocok|1432
14512|Harjowinangun|1432
14513|Japah|1432
14514|Dologan|1432
14515|Gaplokan|1432
14516|Bogorejo|1432
14517|Bogem|1432
14518|Beganjing|1432
14519|Wukirsari|1433
14520|Sonokulon|1433
14521|Tinapan|1433
14522|Todanan|1433
14523|Sendang|1433
14524|Sambeng|1433
14525|Pelemsengir|1433
14526|Prigi|1433
14527|Ledok|1433
14528|Ngumbul|1433
14529|Kembang|1433
14530|Ketileng|1433
14531|Kedungbacin|1433
14532|Kedungwungu|1433
14533|Karanganyar|1433
14534|Kacangan|1433
14535|Kajengan|1433
14536|Gunungan|1433
14537|Gondoriyo|1433
14538|Dalangan|1433
14539|Dringo|1433
14540|Cokrowati|1433
14541|Bicak|1433
14542|Candi|1433
14543|Bedingin|1433
14544|Sonokidul|1434
14545|Tawangrejo|1434
14546|Sambiroto|1434
14547|Sempu|1434
14548|Sendangwates|1434
14549|Ploso Rejo|1434
14550|Ngawenombo|1434
14551|Ngilen|1434
14552|Muraharjo|1434
14553|Kunduran|1434
14554|Klokah|1434
14555|Kodokan|1434
14556|Kedungwaru|1434
14557|Kemiri|1434
14558|Jetak|1434
14559|Kalangrejo|1434
14560|Karanggeneng|1434
14561|Jagong|1434
14562|Gagaan|1434
14563|Cungkup|1434
14564|Buloh|1434
14565|Blumbangrejo|1434
14566|Botoreco|1434
14567|Balong|1434
14568|Bejirejo|1434
14569|Wantilgung|1435
14570|Bakah|1434
14571|Trembulrejo|1435
14572|Sumberejo|1435
14573|Talokwohmojo|1435
14574|Sendangrejo|1435
14575|Srigading|1435
14576|Sendangmulyo|1435
14577|Sendangagung|1435
14578|Semawur|1435
14579|Sambongrejo|1435
14580|Sarimulyo|1435
14581|Punggursugih|1435
14582|Rowobungkul|1435
14583|Sambonganyar|1435
14584|Plumbon|1435
14585|Kendayaan|1435
14586|Ngawen|1435
14587|Karangtengah|1435
14588|Kedungsatriyan|1435
14589|Jetakwanger|1435
14590|Karangjong|1435
14591|Gedebeg|1435
14592|Gondang|1435
14593|Gotputuk|1435
14594|Bogowanti|1435
14595|Bradag|1435
14596|Bergolo|1435
14597|Berbak|1435
14598|Wonosemi|1436
14599|Bandungrojo|1435
14600|Sendangwungu|1436
14601|Sidomulyo|1436
14602|Sumberagung|1436
14603|Sembongin|1436
14604|Sendanggayam|1436
14605|Mojowetan|1436
14606|Plosorejo|1436
14607|Kebonrejo|1436
14608|Kembang|1436
14609|Klopoduwur|1436
14610|Jatiklampok|1436
14611|Jatisari|1436
14612|Karangtalun|1436
14613|Banjarejo|1436
14614|Buluroto|1436
14615|Gedongsari|1436
14616|Bacem|1436
14617|Balongrejo|1436
14618|Balongsari|1436
14619|Tunjungan|1437
14620|Tutup|1437
14621|Tamanrejo|1437
14622|Tambahrejo|1437
14623|Tawangrejo|1437
14624|Sitirejo|1437
14625|Sukorejo|1437
14626|Keser|1437
14627|Nglangitan|1437
14628|Sambongrejo|1437
14629|Kedungrejo|1437
14630|Kedungringin|1437
14631|Gempolrejo|1437
14632|Kalangan|1437
14633|Adirejo|1437
14634|Tempuran|1438
14635|Tempurejo|1438
14636|Temurejo|1438
14637|Tegalgunung|1438
14638|Tambaksari|1438
14639|Purworejo|1438
14640|Purwosari|1438
14641|Sendangharjo|1438
14642|Pelem|1438
14643|Plantungan|1438
14644|Patalan|1438
14645|Ngampel|1438
14646|Karangjati|1438
14647|Ngadipurwo|1438
14648|Jepangrejo|1438
14649|Kamolan|1438
14650|Bangkle|1438
14651|Andongrejo|1438
14652|Jejeruk|1438
14653|Beran|1438
14654|Kedung Jenar|1438
14655|Tambahrejo|1438
14656|Mlangsen|1438
14657|Sonorejo|1438
14658|Jetis|1438
14659|Kunden|1438
14660|Kauman|1438
14661|Tempelan|1438
14662|Sumberagung|1439
14663|Tanjungharjo|1439
14664|Truwolu|1439
14665|Pendem|1439
14666|Sarirejo|1439
14667|Sendangrejo|1439
14668|Ngaraparap|1439
14669|Ngaringan|1439
14670|Kalanglundo|1439
14671|Belor|1439
14672|Kalangdosari|1439
14673|Wirosari|1440
14674|Bandungsari|1439
14675|Tanjungrejo|1440
14676|Tegalrejo|1440
14677|Sambirejo|1440
14678|Tambahrejo|1440
14679|Tambakselo|1440
14680|Kunden|1440
14681|Mojorebo|1440
14682|Karangasem|1440
14683|Kropak|1440
14684|Dokoro|1440
14685|Gedangan|1440
14686|Kalirejo|1440
14687|Dapurno|1440
14688|Selo|1441
14689|Tarub|1441
14690|Tawangharjo|1441
14691|Pojok|1441
14692|Pulongrambe|1441
14693|Plosorejo|1441
14694|Kemaduhbatur|1441
14695|Mayahan|1441
14696|Godan|1441
14697|Jono|1441
14698|Tunggulrejo|1442
14699|Tahunan|1442
14700|Tlogotirto|1442
14701|Pelem|1442
14702|Sulursari|1442
14703|Suwatu|1442
14704|Nglinduk|1442
14705|Pandanharum|1442
14706|Karangrejo|1442
14707|Keyongan|1442
14708|Kalipang|1442
14709|Bendoharjo|1442
14710|Gabus|1442
14711|Banjarejo|1442
14712|Simo|1443
14713|Tanjungsari|1443
14714|Sengonwetan|1443
14715|Rejosari|1443
14716|Sambongbangi|1443
14717|Kuwu|1443
14718|Pakis|1443
14719|Kalisari|1443
14720|Kradenan|1443
14721|Crewek|1443
14722|Grabagan|1443
14723|Banjardowo|1443
14724|Banjarsari|1443
14725|Tuko|1444
14726|Bago|1443
14727|Sembungharjo|1444
14728|Sidorejo|1444
14729|Pulokulon|1444
14730|Randurejo|1444
14731|Panunggalan|1444
14732|Pojok|1444
14733|Karangharjo|1444
14734|Mangunrejo|1444
14735|Mlowokarangtalun|1444
14736|Jetaksari|1444
14737|Jambon|1444
14738|Jatiharjo|1444
14739|Sobo|1445
14740|Suru|1445
14741|Ngrandu|1445
14742|Rambat|1445
14743|Karang Anyar|1445
14744|Ledokdawan|1445
14745|Monggot|1445
14746|Juworo|1445
14747|Kalangbancar|1445
14748|Geyer|1445
14749|Jambangan|1445
14750|Bangsri|1445
14751|Tunggak|1446
14752|Asemrudung|1445
14753|Sugihan|1446
14754|Tambirejo|1446
14755|Plosoharjo|1446
14756|Sindurejo|1446
14757|Ngrandah|1446
14758|Pilangpayung|1446
14759|Kenteng|1446
14760|Krangganharjo|1446
14761|Genengadal|1446
14762|Genengsari|1446
14763|Katong|1446
14764|Depok|1446
14765|Dimoro|1446
14766|Bandungharjo|1446
14767|Boloh|1446
14768|Prigi|1447
14769|Wates|1447
14770|Ngombak|1447
14771|Padas|1447
14772|Panimbo|1447
14773|Kentengsari|1447
14774|Klitikan|1447
14775|Karanglangu|1447
14776|Kedungjati|1447
14777|Jumo|1447
14778|Kalimaro|1447
14779|Tanggungharjo|1448
14780|Deras|1447
14781|Sugihmanik|1448
14782|Ngambakrejo|1448
14783|Padang|1448
14784|Ringinpitu|1448
14785|Kapung|1448
14786|Mrisi|1448
14787|Brabo|1448
14788|Kaliwenang|1448
14789|Tlogorejo|1449
14790|Tunjungharjo|1449
14791|Tegowanu Kulon|1449
14792|Tegowanu Wetan|1449
14793|Tanggirejo|1449
14794|Sukorejo|1449
14795|Tajemsari|1449
14796|Medani|1449
14797|Pepe|1449
14798|Mangunsari|1449
14799|Kejawan|1449
14800|Kedungwungu|1449
14801|Kebonagung|1449
14802|Karangpasar|1449
14803|Gebangan|1449
14804|Gaji|1449
14805|Cangkring|1449
14806|Curug|1449
14807|Trisari|1450
14808|Tlogomulyo|1450
14809|Tambakan|1450
14810|Saban|1450
14811|Ringinkidul|1450
14812|Rowosari|1450
14813|Ringinharjo|1450
14814|Pranten|1450
14815|Papanrejo|1450
14816|Penadaran|1450
14817|Ngroto|1450
14818|Mlilir|1450
14819|Kunjeng|1450
14820|Kuwaron|1450
14821|Kemiri|1450
14822|Jatipecaron|1450
14823|Jeketro|1450
14824|Gubug|1450
14825|Ginggangtani|1450
14826|Baturagung|1450
14827|Gelapan|1450
14828|Termas|1451
14829|Temurejo|1451
14830|Telawah|1451
14831|Sumberejosari|1451
14832|Sendangharjo|1451
14833|Putatnganten|1451
14834|Rawoh|1451
14835|Parakan|1451
14836|Pangkalan|1451
14837|Nampu|1451
14838|Mojoagung|1451
14839|Ketro|1451
14840|Mangin|1451
14841|Karanganyar|1451
14842|Karangsono|1451
14843|Gunung Tumpeng|1451
14844|Jetis|1451
14845|Cekel|1451
14846|Dempel|1451
14847|Tungu|1452
14848|Wanutunggal|1452
14849|Werdoyo|1452
14850|Sumurgede|1452
14851|Tinanding|1452
14852|Sumberagung|1452
14853|Sambung|1452
14854|Pahesan|1452
14855|Rajek|1452
14856|Manggarmas|1452
14857|Manggarwetan|1452
14858|Kopek|1452
14859|Latak|1452
14860|Klampok|1452
14861|Ketangirejo|1452
14862|Ketitang|1452
14863|Jatilor|1452
14864|Karanggeneng|1452
14865|Kemloko|1452
14866|Guyangan|1452
14867|Harjowinangun|1452
14868|Gundi|1452
14869|Guci|1452
14870|Dorolegi|1452
14871|Godong|1452
14872|Anggaswangi|1452
14873|Bringin|1452
14874|Bugel|1452
14875|Wolo|1453
14876|Watu Pawon|1453
14877|Wedoro|1453
14878|Winong|1453
14879|Toko|1453
14880|Tunggu|1453
14881|Pulutan|1453
14882|Sedadi|1453
14883|Pengkol|1453
14884|Penawangan|1453
14885|Ngeluk|1453
14886|Kramat|1453
14887|Lajer|1453
14888|Leyangan|1453
14889|Karangpaing|1453
14890|Kluwan|1453
14891|Jipang|1453
14892|Karangawader|1453
14893|Bologarang|1453
14894|Curut|1453
14895|Wandankemiri|1454
14896|Terkesi|1454
14897|Selojari|1454
14898|Taruman|1454
14899|Menawan|1454
14900|Penganten|1454
14901|Kandangrejo|1454
14902|Klambu|1454
14903|Jenengan|1454
14904|Temon|1455
14905|Tirem|1455
14906|Menduran|1455
14907|Tegalsumur|1455
14908|Kronggen|1455
14909|Lemahputih|1455
14910|Karangsari|1455
14911|Katekan|1455
14912|Jangkungharjo|1455
14913|Sumber Jatipohon|1456
14914|Tanggungharjo|1456
14915|Teguhan|1456
14916|Sedayu|1456
14917|Rejosari|1456
14918|Putatsari|1456
14919|Lebengjumuk|1456
14920|Ngabenrejo|1456
14921|Lebak|1456
14922|Getasrejo|1456
14923|Grobogan|1456
14924|Karangrejo|1456
14925|Putat|1457
14926|Warukaranganyar|1457
14927|Nglobar|1457
14928|Ngraji|1457
14929|Pulorejo|1457
14930|Nambuhan|1457
14931|Ngembak|1457
14932|Kedungrejo|1457
14933|Kandangan|1457
14934|Karanganyar|1457
14935|Genuksuran|1457
14936|Kalongan|1457
14937|Danyang|1457
14938|Candisari|1457
14939|Cingkrong|1457
14940|Purwodadi|1457
14941|Kuripan|1457
14942|Sidomukti|1458
14943|Trengguli|1458
14944|Seloromo|1458
14945|Lempong|1458
14946|Menjing|1458
14947|Gumeng|1458
14948|Jenawi|1458
14949|Anggrasmanis|1458
14950|Balong|1458
14951|Puntukrejo|1459
14952|Segorogunung|1459
14953|Nglegok|1459
14954|Kemuning|1459
14955|Ngargoyoso|1459
14956|Jatirejo|1459
14957|Berjo|1459
14958|Girimulyo|1459
14959|Tawangmangu|1460
14960|Tengklik|1460
14961|Nglebak|1460
14962|Plumbon|1460
14963|Sepanjang|1460
14964|Kalisoro|1460
14965|Karanglo|1460
14966|Blumbang|1460
14967|Gondosuli|1460
14968|Bandardawung|1460
14969|Ngemplak|1461
14970|Salam|1461
14971|Tohkuning|1461
14972|Karang|1461
14973|Karang Pandan|1461
14974|Gerdu|1461
14975|Gondangmanis|1461
14976|Dayu|1461
14977|Doplang|1461
14978|Wukirsawit|1462
14979|Bangsri|1461
14980|Tlobo|1462
14981|Wonokeling|1462
14982|Wonorejo|1462
14983|Karangsari|1462
14984|Petung|1462
14985|Jatisawit|1462
14986|Jatiyoso|1462
14987|Beruk|1462
14988|Jatiwarno|1463
14989|Ngepungsari|1463
14990|Jatiroyo|1463
14991|Jatisobo|1463
14992|Jatisuko|1463
14993|Jatipuro|1463
14994|Jatipurwo|1463
14995|Jatikuwung|1463
14996|Jatimulyo|1463
14997|Jatiharjo|1463
14998|Ploso|1464
14999|Lemahbang|1464
15000|Paseban|1464
15001|Kedawung|1464
15002|Kwangsan|1464
15003|Jumantoro|1464
15004|Jumapolo|1464
15005|Karangbangun|1464
15006|Giriwondo|1464
15007|Jatirejo|1464
15008|Bakalan|1464
15009|Tunggulrejo|1465
15010|Tugu|1465
15011|Sukosari|1465
15012|Sedayu|1465
15013|Sringin|1465
15014|Ngunut|1465
15015|Sambirejo|1465
15016|Gemantar|1465
15017|Genengan|1465
15018|Kebak|1465
15019|Plosorejo|1466
15020|Blorong|1465
15021|Ngadiluwih|1466
15022|Pablengan|1466
15023|Koripan|1466
15024|Matesih|1466
15025|Karangbangun|1466
15026|Girilayu|1466
15027|Dawung|1466
