id|name|city_id
1240|Margahayu|75
1241|Babakan Ciparay|478
1242|Margaasih|75
1243|Nagreg|75
1244|Bandung Kulon|478
1245|Cimeunyan|75
1246|Mandalajati|478
1247|Cibeunying Kidul|478
1248|Cibeunying Kaler|478
1249|Andir|478
1250|Cicendo|478
1251|Sukajadi|478
1252|Sukasari|478
1253|Cidadap|478
1254|Coblong|478
1255|Sumur Bandung|478
1256|Bandung Wetan|478
1257|Muara Gembong|78
1258|Cabangbungin|78
1259|Pebayuran|78
1260|Sukatani|78
1261|Sukakarya|78
1262|Tambelang|78
1263|Sukawangi|78
1264|Babelan|78
1265|Kedung Waringin|78
1266|Cikarang Utara|78
1267|Cikarang Barat|78
1268|Cikarang Timur|78
1269|Cikarang Selatan|78
1270|Karangbahagia|78
1271|Cikarang Pusat|78
1272|Cibitung|78
1273|Tambun Selatan|78
1274|Tambun Utara|78
1275|Jati Sampurna|480
1276|Pondok Melati|480
1277|Jatiasih|480
1278|Pondok Gede|480
1279|Bojongmangu|78
1280|Cibarusah|78
1281|Serang Baru|78
1282|Setu|78
1283|Tarumajaya|78
1284|Mustika Jaya|480
1285|Bantar Gebang|480
1286|Bekasi Selatan|480
1287|Bekasi Barat|480
1288|Medan Satria|480
1289|Bekasi Utara|480
1290|Rawalumbu|480
1291|Bekasi Timur|480
1292|Gunung Putri|79
1293|Bojonggede|79
1294|Cibinong|79
1295|Cariu|79
1296|Tanjungsari|79
1297|Jonggol|79
1298|Sukamakmur|79
1299|Cileungsi|79
1300|Citeureup|79
1301|Babakan Madang|79
1302|Pamijahan|79
1303|Megamendung|79
1304|Cisarua|79
1305|Cijeruk|79
1306|Caringin|79
1307|Ciawi|79
1308|Sukaraja|79
1309|Klapa Nunggal (Kelapa Nunggal)|79
1310|Dramaga|79
1311|Jasinga|79
1312|Cigudeg|79
1313|Sukajaya|79
1314|Nanggung|79
1315|Leuwisadeng|79
1316|Leuwiliang|79
1317|Cibungbulang|79
1318|Ciampea|79
1319|Tamansari|79
1320|Ciomas|79
1321|Sawangan|80
1322|Bojongsari|80
1323|Limo|80
1324|Cinere|80
1325|Tapos|80
1326|Cimanggis|80
1327|Cipayung|80
1328|Pancoran Mas|80
1329|Beji|80
1330|Sukmajaya|80
1331|Cilodong|80
1332|Tenjo|79
1333|Tenjolaya|79
1334|Parung Panjang|79
1335|Rumpin|79
1336|Gunung Sindur|79
1337|Parung|79
1338|Tajurhalang|79
1339|Kemang|79
1340|Ranca Bungur|79
1341|Tanah Sereal|481
1342|Bogor Utara - Kota|481
1343|Bogor Timur - Kota|481
1344|Bogor Selatan - Kota|481
1345|Bogor Tengah - Kota|481
1346|Ciseeng|79
1347|Cigombong|79
1348|Bogor Barat - Kota|481
1349|Kebonagung|81
1350|Mijen|81
1351|Karanganyar|81
1352|Gajah|81
1353|Dempet|81
1354|Wonosalam|81
1355|Mranggen|81
1356|Karangawen|81
1357|Guntur|81
1358|Sayung|81
1359|Karang Tengah|81
1360|Wedung|81
1361|Bonang|81
1362|Demak|81
1363|Nalumsari|82
1364|Mayong|82
1365|Welahan|82
1366|Kedung|82
1367|Pecangaan|82
1368|Kalinyamatan|82
1369|Batealit|82
1370|Karimunjawa|82
1371|Keling|82
1372|Donorojo|82
1373|Bangsri|82
1374|Kembang|82
1375|Pakis Aji|82
1376|Mlonggo|82
1377|Tahunan|82
1378|Jepara|82
1379|Jekulo|83
1380|Mejobo|83
1381|Undaan|83
1382|Dawe|83
1383|Jati|83
1384|Gebog|83
1385|Kaliwungu|83
1386|Bae|83
1387|Kudus Kota|83
1388|Sarang|84
1389|Kragan|84
1390|Sluke|84
1391|Lasem|84
1392|Sale|84
1393|Sedan|84
1394|Gunem|84
1395|Pancur|84
1396|Pamotan|84
1397|Bulu|84
1398|Sulang|84
1399|Sumber|84
1400|Kaliori|84
1401|Rembang|84
1402|Batangan|85
1403|Juwana|85
1404|Jaken|85
1405|Pucakwangi|85
1406|Jakenan|85
1407|Winong|85
1408|Tambakromo|85
1409|Gabus|85
1410|Sukolilo|85
1411|Kayen|85
1412|Margorejo|85
1413|Gembong|85
1414|Tlogowungu|85
1415|Dukuhseti|85
1416|Cluwak|85
1417|Gunungwungkal|85
1418|Tayu|85
1419|Margoyoso|85
1420|Trangkil|85
1421|Wedarijaksa|85
1422|Pati|85
1423|Jati|86
1424|Kradenan|86
1425|Randublatung|86
1426|Kedungtuban|86
1427|Jiken|86
1428|Sambong|86
1429|Cepu|86
1430|Bogorejo|86
1431|Jepon|86
1432|Japah|86
1433|Todanan|86
1434|Kunduran|86
1435|Ngawen|86
1436|Banjarejo|86
1437|Tunjungan|86
1438|Blora Kota|86
1439|Ngaringan|87
1440|Wirosari|87
1441|Tawangharjo|87
1442|Gabus|87
1443|Kradenan|87
1444|Pulokulon|87
1445|Geyer|87
1446|Toroh|87
1447|Kedungjati|87
1448|Tanggungharjo|87
1449|Tegowanu|87
1450|Gubug|87
1451|Karangrayung|87
1452|Godong|87
1453|Penawangan|87
1454|Klambu|87
1455|Brati|87
1456|Grobogan|87
1457|Purwodadi|87
1458|Jenawi|88
1459|Ngargoyoso|88
1460|Tawangmangu|88
1461|Karangpandan|88
1462|Jatiyoso|88
1463|Jatipuro|88
1464|Jumapolo|88
1465|Jumantono|88
1466|Matesih|88
1467|Kebakkramat|88
1468|Kerjo|88
1469|Mojogedang|88
1470|Jaten|88
1471|Tasikmadu|88
1472|Karanganyar|88
1473|Puhpelem|89
1474|Bulukerto|89
1475|Kismantoro|89
1476|Purwantoro|89
1477|Slogohimo|89
1478|Jatipurno|89
1479|Jatiroto|89
1480|Jatisrono|89
1481|Girimarto|89
1482|Sidoharjo|89
1483|Ngadirojo|89
1484|Giritontro|89
1485|Paranggupito|89
1486|Karangtengah|89
1487|Giriwoyo|89
1488|Batuwarno|89
1489|Baturetno|89
1490|Tirtomoyo|89
1491|Nguntoronadi|89
1492|Pracimantoro|89
1493|Eromoko|89
1494|Manyaran|89
1495|Wuryantoro|89
1496|Selogiri|89
1497|Wonogiri|89
1498|Nguter|90
1499|Bulu|90
1500|Weru|90
1501|Tawangsari|90
1502|Gatak|90
1503|Baki|90
1504|Polokarto|90
1505|Mojolaban|90
1506|Grogol|90
1507|Sukoharjo|90
1508|Bendosari|90
1509|Kebonarum|91
1510|Manisrenggo|91
1511|Kemalang|91
1512|Karangnongko|91
1513|Tulung|91
1514|Jatinom|91
1515|Karanganom|91
1516|Polanharjo|91
1517|Trucuk|91
1518|Wonosari|91
1519|Juwiring|91
1520|Delanggu|91
1521|Pedan|91
1522|Ngawen|91
1523|Ceper|91
1524|Karangdowo|91
1525|Cawas|91
1526|Bayat|91
1527|Wedi|91
1528|Gantiwarno|91
1529|Prambanan|91
1530|Jogonalan|91
1531|Kalikotes|91
1532|Klaten Utara|91
1533|Klaten Selatan|91
1534|Klaten Tengah|91
1535|Juwangi|92
1536|Klego|92
1537|Andong|92
1538|Kemusu|92
1539|Wonosegoro|92
1540|Karanggede|92
1541|Nogosari|92
1542|Simo|92
1543|Sambi|92
1544|Ngemplak|92
1545|Sawit|92
1546|Banyudono|92
1547|Teras|92
1548|Selo|92
1549|Cepogo|92
1550|Ampel|92
1551|Musuk|92
1552|Mojosongo|92
1553|Boyolali|92
1554|Sambirejo|93
1555|Kedawung|93
1556|Plupuh|93
1557|Masaran|93
1558|Sidoharjo|93
1559|Tanon|93
1560|Miri|93
1561|Kalijambe|93
1562|Gemolong|93
1563|Sumberlawang|93
1564|Mondokan|93
1565|Sukodono|93
1566|Gesi|93
1567|Tangen|93
1568|Jenar|93
1569|Gondang|93
1570|Sambung Macan|93
1571|Ngrampal|93
1572|Karangmalang|93
1573|Sragen|93
1574|Pasar Kliwon|94
1575|Gondangrejo|88
1576|Colomadu|88
1577|Kartasura|90
1578|Jebres|94
1579|Serengan|94
1580|Laweyan|94
1581|Banjarsari|94
1582|Borobudur|95
1583|Mungkid|95
1584|Ngluwar|95
1585|Salam|95
1586|Srumbung|95
1587|Dukun|95
1588|Sawangan|95
1589|Muntilan|95
1590|Kajoran|95
1591|Kaliangkrik|95
1592|Kepil|96
1593|Sapuran|96
1594|Kalibawang|96
1595|Kalikajar|96
1596|Kertek|96
1597|Wadaslintang|96
1598|Kaliwiro|96
1599|Leksono|96
1600|Sukoharjo|96
1601|Selomerto|96
1602|Kejajar|96
1603|Garung|96
1604|Watumalang|96
1605|Mojotengah|96
1606|Wonosobo|96
1607|Gemawang|97
1608|Kaloran|97
1609|Kandangan|97
1610|Pringsurat|97
1611|Kranggan|97
1612|Wonoboyo|97
1613|Bansari|97
1614|Kledung|97
1615|Tlogomulyo|97
1616|Selopampang|97
1617|Tembarak|97
1618|Tretep|97
1619|Bejen|97
1620|Candiroto|97
1621|Jumo|97
1622|Ngadirejo|97
1623|Parakan|97
1624|Bulu|97
1625|Kedu|97
1626|Temanggung|97
1627|Grabag|95
1628|Secang|95
1629|Ngablak|95
1630|Pakis|95
1631|Tegalrejo|95
1632|Candimulyo|95
1633|Mertoyudan|95
1634|Salaman|95
1635|Tempuran|95
1636|Windusari|95
1637|Bandongan|95
1638|Magelang Tengah|484
1639|Magelang Selatan|484
1640|Magelang Utara|484
1641|Buayan|98
1642|Ayah|98
1643|Rowokele|98
1644|Sempor|98
1645|Gombong|98
1646|Mirit|98
1647|Bonorowo|98
1648|Prembun|98
1649|Padureso|98
1650|Kutowinangun|98
1651|Poncowarno|98
1652|Ambal|98
1653|Buluspesantren|98
1654|Puring|98
1655|Petanahan|98
1656|Klirong|98
1657|Kuwarasan|98
1658|Karanggayam|98
1659|Karanganyar|98
1660|Adimulyo|98
1661|Sruweng|98
1662|Pejagoan|98
1663|Sadang|98
1664|Karangsambung|98
1665|Alian/Aliyan|98
1666|Kebumen|98
1667|Grabag|99
1668|Butuh|99
1669|Pituruh|99
1670|Kemiri|99
1671|Gebang|99
1672|Bruno|99
1673|Bayan|99
1674|Kutoarjo|99
1675|Bener|99
1676|Loano|99
1677|Kaligesing|99
1678|Bagelen|99
1679|Purwodadi|99
1680|Ngombol|99
1681|Banyuurip|99
1682|Purworejo|99
1683|Madukara|100
1684|Sigaluh|100
1685|Susukan|100
1686|Purworejo Klampok|100
1687|Mandiraja|100
1688|Purwonegoro|100
1689|Bawang|100
1690|Rakit|100
1691|Punggelan|100
1692|Wanadadi (Wonodadi)|100
1693|Pandanarum|100
1694|Kalibening|100
1695|Wanayasa|100
1696|Batur|100
1697|Pagentan|100
1698|Pejawaran|100
1699|Karangkobar|100
1700|Banjarmangu|100
1701|Pagedongan|100
1702|Banjarnegara|100
1703|Pengadegan|101
1704|Kejobong|101
1705|Kaligondang|101
1706|Bukateja|101
1707|Kemangkon|101
1708|Padamara|101
1709|Kalimanah|101
1710|Bojongsari|101
1711|Kutasari|101
1712|Karangreja|101
1713|Karangjambu|101
1714|Rembang|101
1715|Karangmoncol|101
1716|Karanganyar|101
1717|Kertanegara|101
1718|Bobotsari|101
1719|Mrebet|101
1720|Purbalingga|101
1721|Nusawungu|102
1722|Kroya|102
1723|Binangun|102
1724|Bantarsari|102
1725|Kesugihan|102
1726|Sampang|102
1727|Maos|102
1728|Adipala|102
1729|Dayeuhluhur|102
1730|Wanareja|102
1731|Patimuan|102
1732|Kedungreja|102
1733|Cipari|102
1734|Sidareja|102
1735|Majenang|102
1736|Cimanggu|102
1737|Karangpucung|102
1738|Gandrungmangu|102
1739|Kawunganten|102
1740|Kampung Laut|102
1741|Jeruklegi|102
1742|Cilacap Utara|102
1743|Cilacap Tengah|102
1744|Cilacap Selatan|102
1745|Tambak|103
1746|Sumpiuh|103
1747|Kemranjen|103
1748|Somagede|103
1749|Banyumas|103
1750|Kalibagor|103
1751|Sumbang|103
1752|Kembaran|103
1753|Sokaraja|103
1754|Lumbir|103
1755|Wangon|103
1756|Purwojati|103
1757|Jatilawang|103
1758|Rawalo|103
1759|Kebasen|103
1760|Patikraja|103
1761|Gumelar|103
1762|Pekuncen|103
1763|Ajibarang|103
1764|Cilongok|103
1765|Karanglewas|103
1766|Kedung Banteng|103
1767|Baturaden|103
1768|Purwokerto Selatan|103
1769|Purwokerto Barat|103
1770|Purwokerto Utara|103
1771|Purwokerto Timur|103
1772|Jatinegara|104
1773|Kedung Banteng|104
1774|Pangkah|104
1775|Bumijawa|104
1776|Bojong|104
1777|Balapulang|104
1778|Margasari|104
1779|Pagerbarang|104
1780|Lebaksiu|104
1781|Dukuhwaru|104
1782|Slawi|104
1783|Ulujami|105
1784|Bodeh|105
1785|Ampelgading|105
1786|Comal|105
1787|Petarukan|105
1788|Taman|105
1789|Watukumpul|105
1790|Belik|105
1791|Pulosari|105
1792|Moga|105
1793|Warungpring|105
1794|Randudongkal|105
1795|Bantarbolang|105
1796|Pemalang|105
1797|Paguyangan|106
1798|Salem|106
1799|Bantarkawung|106
1800|Bumiayu|106
1801|Sirampog|106
1802|Tonjong|106
1803|Songgom|106
1804|Banjarharjo|106
1805|Kersana|106
1806|Ketanggungan|106
1807|Larangan|106
1808|Jatibarang|106
1809|Losari|106
1810|Tanjung|106
1811|Bulakamba|106
1812|Wanasari|106
1813|Brebes|106
1814|Adiwerna|104
1815|Talang|104
1816|Dukuhturi|104
1817|Tarub|104
1818|Warurejo|104
1819|Surodadi|104
1820|Kramat|104
1821|Margadana|487
1822|Tegal Selatan|487
1823|Tegal Timur|487
1824|Tegal Barat|487
1825|Limbangan|107
1826|Singorojo|107
1827|Kaliwungu Selatan|107
1828|Boja|107
1829|Kaliwungu|107
1830|Brangsong|107
1831|Patean|107
1832|Sukorejo|107
1833|Plantungan|107
1834|Pagerruyung|107
1835|Ngampel|107
1836|Pegandon|107
1837|Ringinarum|107
1838|Gemuh|107
1839|Weleri|107
1840|Rowosari|107
1841|Kangkung|107
1842|Cepiring|107
1843|Patebon|107
1844|Kendal|107
1845|Gringsing|108
1846|Banyuputih|108
1847|Bawang|108
1848|Reban|108
1849|Tersono|108
1850|Limpung|108
1851|Subah|108
1852|Pecalungan|108
1853|Tulis|108
1854|Kandeman|108
1855|Blado|108
1856|Bandar|108
1857|Wonotunggal|108
1858|Warungasem|108
1859|Batang|108
1860|Petungkriono/Petungkriyono|109
1861|Talun|109
1862|Doro|109
1863|Lebakbarang|109
1864|Karanganyar|109
1865|Tirto|109
1866|Wonopringgo|109
1867|Karangdadap|109
1868|Kedungwuni|109
1869|Buaran|109
1870|Pekalongan Selatan|485
1871|Paninggaran|109
1872|Siwalan|109
1873|Pekalongan Timur|485
1874|Kandangserang|109
1875|Wiradesa|109
1876|Kesesi|109
1877|Pekalongan Barat|485
1878|Bandungan|110
1879|Bawen|110
1880|Susukan|110
1881|Candisari|486
1882|Ambarawa|110
1883|Kajen|109
1884|Suruh|110
1885|Semarang Tengah|486
1886|Sumowono|110
1887|Bergas|110
1888|Pringapus|110
1889|Tengaran|110
1890|Bojong|109
1891|Ungaran Barat|110
1892|Ungaran Timur|110
1893|Mijen|486
1894|Getasan|110
1895|Sragi|109
1896|Tuntang|110
1897|Tembalang|486
1898|Wonokerto|109
1899|Bringin|110
1900|Jambu|110
1901|Banyumanik|486
1902|Pabelan|110
1903|Gayamsari|486
1904|Semarang Selatan|486
1905|Pedurungan|486
1906|Tingkir|111
1907|Ngaliyan|486
1908|Pekalongan Utara|485
1909|Argomulyo|111
1910|Gajah Mungkur|486
1911|Semarang Timur|486
1912|Sidomukti|111
1913|Genuk|486
1914|Sidorejo|111
1915|Kaliwungu|110
1916|Gunungpati|486
1917|Banyubiru|110
1918|Tugu|486
1919|Semarang Barat|486
1920|Bancak|110
1921|Semarang Utara|486
1922|Sapeken|112
1923|Masalembu|112
1924|Kangayan|112
1925|Arjasa|112
1926|Raas|112
1927|Nonggunong|112
1928|Gayam|112
1929|Gili Ginting (Giligenteng)|112
1930|Talango|112
1931|Dungkek|112
1932|Batang Batang|112
1933|Gapura|112
1934|Kalianget|112
1935|Saronggi|112
1936|Bluto|112
1937|Pragaan|112
1938|Guluk Guluk|112
1939|Ganding|112
1940|Lenteng|112
1941|Pasongsongan|112
1942|Rubaru|112
1943|Ambunten|112
1944|Dasuk|112
1945|Batuputih|112
1946|Manding|112
1947|Batuan|112
1948|Kota Sumenep|112
1949|Larangan|113
1950|Galis|113
1951|Tlanakan|113
1952|Proppo|113
1953|Palengaan|113
1954|Pegantenan|113
1955|Pasean|113
1956|Kadur|113
1957|Batumarmar|113
1958|Waru|113
1959|Pakong|113
1960|Pademawu|113
1961|Pamekasan|113
1962|Omben|114
1963|Camplong|114
1964|Sreseh|114
1965|Jrengik|114
1966|Torjun|114
1967|Pangarengan|114
1968|Banyuates|114
1969|Sokobanah|114
1970|Ketapang|114
1971|Robatal|114
1972|Karang Penang|114
1973|Tambelangan|114
1974|Kedungdung|114
1975|Sampang|114
1976|Konang|115
1977|Blega|115
1978|Galis|115
1979|Tanah Merah|115
1980|Modung|115
1981|Tragah|115
1982|Kwanyar|115
1983|Labang|115
1984|Kamal|115
1985|Socah|115
1986|Tanjungbumi|115
1987|Kokop|115
1988|Sepulu|115
1989|Klampis|115
1990|Geger|115
1991|Arosbaya|115
1992|Burneh|115
1993|Bangkalan|115
1994|Pesanggaran|116
1995|Siliragung|116
1996|Bangorejo|116
1997|Gambiran|116
1998|Tegalsari|116
1999|Tegaldlimo|116
2000|Purwoharjo|116
2001|Cluring|116
2002|Muncar|116
2003|Srono|116
2004|Sempu|116
2005|Kalibaru|116
2006|Glenmore|116
2007|Genteng|116
2008|Singojuruh|116
2009|Songgon|116
2010|Rogojampi|116
2011|Kabat|116
2012|Kalipuro|116
2013|Licin|116
2014|Wongsorejo|116
2015|Glagah|116
2016|Giri|116
2017|Banyuwangi|116
2018|Banyuputih|117
2019|Asembagus|117
2020|Jangkar|117
2021|Arjasa|117
2022|Mangaran|117
2023|Kapongan|117
2024|Banyuglugur|117
2025|Bungatan|117
2026|Jatibanteng|117
2027|Besuki|117
2028|Sumbermalang|117
2029|Suboh|117
2030|Mlandingan|117
2031|Kendit|117
2032|Panarukan|117
2033|Panji|117
2034|Situbondo|117
2035|Taman Krocok|118
2036|Tegalampel|118
2037|Sempol|118
2038|Sumber Wringin|118
2039|Sukosari|118
2040|Cermee|118
2041|Prajekan|118
2042|Botolinggo|118
2043|Klabang|118
2044|Tapen|118
2045|Wonosari|118
2046|Tenggarang|118
2047|Tlogosari|118
2048|Pujer|118
2049|Jambe Sari Darus Sholah|118
2050|Tamanan|118
2051|Maesan|118
2052|Grujugan|118
2053|Pakem|118
2054|Wringin|118
2055|Binakal|118
2056|Curahdami|118
2057|Bondowoso|118
2058|Ledokombo|119
2059|Sumber Jambe|119
2060|Sukowono|119
2061|Kalisat|119
2062|Jelbuk|119
2063|Arjasa|119
2064|Silo|119
2065|Mayang|119
2066|Pakusari|119
2067|Ajung|119
2068|Mumbulsari|119
2069|Tempurejo|119
2070|Ambulu|119
2071|Jenggawah|119
2072|Jombang|119
2073|Kencong|119
2074|Umbulsari|119
2075|Gumuk Mas|119
2076|Puger|119
2077|Wuluhan|119
2078|Balung|119
2079|Semboro|119
2080|Sumber Baru|119
2081|Tanggul|119
2082|Bangsalsari|119
2083|Panti|119
2084|Rambipuji|119
2085|Sukorambi|119
2086|Kaliwates|119
2087|Sumber Sari|119
2088|Patrang|119
2089|Kunir|120
2090|Yosowilangun|120
2091|Tekung|120
2092|Tempursari|120
2093|Pronojiwo|120
2094|Candipuro|120
2095|Pasirian|120
2096|Tempeh|120
2097|Senduro|120
2098|Pasrujambe/Pasujambe|120
2099|Rowokangkung|120
2100|Kedungjajang|120
2101|Ranuyoso|120
2102|Klakah|120
2103|Jatiroto|120
2104|Randuagung|120
2105|Gucialit|120
2106|Sukodono|120
2107|Padang|120
2108|Sumbersuko|120
2109|Lumajang|120
2110|Kota Anyar|121
2111|Gading|121
2112|Pakuniran|121
2113|Paiton|121
2114|Krucil|121
2115|Tiris|121
2116|Krejengan|121
2117|Besuk|121
2118|Bantaran|121
2119|Kraksaan|121
2120|Pajarakan|121
2121|Maron|121
2122|Banyu Anyar|121
2123|Tegal Siwalan|121
2124|Leces|121
2125|Gending|121
2126|Dringu|121
2127|Sumber|121
2128|Kuripan|121
2129|Lumbang|121
2130|Sukapura|121
2131|Wonomerto|121
2132|Tongas|121
2133|Sumberasih|121
2134|Wonoasih|494
2135|Kedopok (Kedopak)|494
2136|Kademangan|494
2137|Mayangan|494
2138|Kanigaran|494
2139|Lekok|122
2140|Nguling|122
2141|Grati|122
2142|Lumbang|122
2143|Winongan|122
2144|Rejoso|122
2145|Tosari|122
2146|Puspo|122
2147|Pasrepan|122
2148|Gondang Wetan|122
2149|Wonorejo|122
2150|Kejayan|122
2151|Pohjentrek|122
2152|Purworejo|493
2153|Tutur|122
2154|Purwodadi|122
2155|Purwosari|122
2156|Sukorejo|122
2157|Prigen|122
2158|Pandaan|122
2159|Gempol|122
2160|Beji|122
2161|Bangil|122
2162|Rembang|122
2163|Kraton|122
2164|Gadingrejo|493
2165|Panggungrejo|493
2166|Bugul Kidul|493
2167|Watulimo|123
2168|Durenan|123
2169|Kampak|123
2170|Gandusari|123
2171|Pogalan|123
2172|Munjungan|123
2173|Panggul|123
2174|Dongko|123
2175|Suruh|123
2176|Pule|123
2177|Karangan|123
2178|Tugu|123
2179|Bendungan|123
2180|Trenggalek|123
2181|Rejotangan|124
2182|Ngunut|124
2183|Sumbergempol|124
2184|Pucanglaban|124
2185|Tanggung Gunung|124
2186|Kalidawir|124
2187|Besuki|124
2188|Bandung|124
2189|Pakel|124
2190|Campur Darat|124
2191|Gondang|124
2192|Pagerwojo|124
2193|Kauman|124
2194|Sendang|124
2195|Karang Rejo|124
2196|Ngantru|124
2197|Boyolangu|124
2198|Kedungwaru|124
2199|Tulungagung|124
2200|Wates|125
2201|Binangun|125
2202|Selorejo|125
2203|Kesamben|125
2204|Gandusari|125
2205|Doko|125
2206|Wlingi|125
2207|Selopuro|125
2208|Talun|125
2209|Garum|125
2210|Nglegok|125
2211|Panggungrejo|125
2212|Wonotirto|125
2213|Sutojayan|125
2214|Kanigoro|125
2215|Bakung|125
2216|Kademangan|125
2217|Wonodadi|125
2218|Udanawu|125
2219|Ponggok|125
2220|Srengat|125
2221|Sanan Kulon|125
2222|Sanan Wetan|488
2223|Sukorejo|488
2224|Kepanjen Kidul|488
2225|Kasembon|126
2226|Ngantang|126
2227|Pujon|126
2228|Bumiaji|127
2229|Junrejo|127
2230|Batu|127
2231|Lawang|126
2232|Ampelgading|126
2233|Tirtoyudo|126
2234|Dampit|126
2235|Bantur|126
2236|Gedangan|126
2237|Sumbermanjing Wetan|126
2238|Turen|126
2239|Gondanglegi|126
2240|Pagelaran|126
2241|Wajak|126
2242|Tajinan|126
2243|Bululawang|126
2244|Pagak|126
2245|Donomulyo|126
2246|Kalipare|126
2247|Sumberpucung|126
2248|Kromengan|126
2249|Wonosari|126
2250|Ngajung (Ngajum)|126
2251|Kepanjen|126
2252|Pakisaji|126
2253|Wagir|126
2254|Poncokusumo|126
2255|Tumpang|126
2256|Jabung|126
2257|Pakis|126
2258|Singosari|126
2259|Karangploso|126
2260|Dau|126
2261|Sukun|491
2262|Lowokwaru|491
2263|Kedungkandang|491
2264|Blimbing|491
2265|Klojen|491
2266|Prambon|128
2267|Tanjunganom|128
2268|Sukomoro|128
2269|Sawahan|128
2270|Ngetos|128
2271|Berbek|128
2272|Pace|128
2273|Loceret|128
2274|Wilangan|128
2275|Bagor|128
2276|Rejoso|128
2277|Ngluyu|128
2278|Gondang|128
2279|Nganjuk|128
2280|Ngronggot|128
2281|Baron|128
2282|Lengkong|128
2283|Jatikalen|128
2284|Patianrowo|128
2285|Kertosono|128
2286|Kandangan|129
2287|Kepung|129
2288|Puncu|129
2289|Ngancar|129
2290|Pare|129
2291|Badas|129
2292|Pagu|129
2293|Kayen Kidul|129
2294|Gampengrejo|129
2295|Ngasem|129
2296|Gurah|129
2297|Ringinrejo|129
2298|Plosoklaten|129
2299|Wates|129
2300|Kandat|129
2301|Kras|129
2302|Ngadiluwih|129
2303|Mojo|129
2304|Semen|129
2305|Banyakan|129
2306|Kunjang|129
2307|Plemahan|129
2308|Purwoasri|129
2309|Papar|129
2310|Tarokan|129
2311|Grogol|129
2312|Pesantren|489
2313|Kediri|489
2314|Mojoroto|489
2315|Nawangan|130
2316|Bandar|130
2317|Tegalombo|130
2318|Arjosari|130
2319|Sudimoro|130
2320|Ngadirojo|130
2321|Tulakan|130
2322|Kebon Agung|130
2323|Donorojo|130
2324|Punung|130
2325|Pringkuku|130
2326|Pacitan|130
2327|Ngebel|131
2328|Jenangan|131
2329|Babadan|131
2330|Sooko|131
2331|Pulung|131
2332|Sawoo|131
2333|Sambit|131
2334|Jetis|131
2335|Mlarak|131
2336|Siman|131
2337|Ngrayun|131
2338|Slahung|131
2339|Bungkal|131
2340|Balong|131
2341|Jambon|131
2342|Badegan|131
2343|Sampung|131
2344|Sukorejo|131
2345|Kauman|131
2346|Ponorogo|131
2347|Pudak|131
2348|Karas|132
2349|Barat|132
2350|Kartoharjo (Kertoharjo)|132
2351|Karangrejo|132
2352|Maospati|132
2353|Sukomoro|132
2354|Bendo|132
2355|Takeran|132
2356|Nguntoronadi|132
2357|Kawedanan|132
2358|Lembeyan|132
2359|Parang|132
2360|Poncol|132
2361|Sidorejo|132
2362|Plaosan|132
2363|Ngariboyo|132
2364|Panekan|132
2365|Magetan|132
2366|Bringin|133
2367|Karangjati|133
2368|Kwadungan|133
2369|Pangkur|133
2370|Padas|133
2371|Kasreman|133
2372|Gerih|133
2373|Geneng|133
2374|Sine|133
2375|Ngrambe|133
2376|Jogorogo|133
2377|Kendal|133
2378|Mantingan|133
2379|Karanganyar|133
2380|Widodaren|133
2381|Kedunggalar|133
2382|Paron|133
2383|Pitu|133
2384|Ngawi|133
2385|Kare|134
2386|Wungu|134
2387|Dolopo|134
2388|Kebonsari|134
2389|Dagangan|134
2390|Geger|134
2391|Sawahan|134
2392|Jiwan|134
2393|Wonoasri|134
2394|Gemarang|134
2395|Saradan|134
2396|Pilangkenceng|134
2397|Mejayan|134
2398|Balerejo|134
2399|Madiun|134
2400|Taman|490
2401|Manguharjo|490
2402|Kartoharjo|490
2403|Palang|135
2404|Widang|135
2405|Plumpang|135
2406|Semanding|135
2407|Soko|135
2408|Rengel|135
2409|Grabagan|135
2410|Parengan|135
2411|Senori|135
2412|Merakurak|135
2413|Bangilan|135
2414|Kenduruan|135
2415|Jatirogo|135
2416|Singgahan|135
2417|Montong|135
2418|Kerek|135
2419|Bancar|135
2420|Tambakboyo|135
2421|Jenu|135
2422|Tuban|135
2423|Karangbinangun|136
2424|Glagah|136
2425|Deket|136
2426|Sambeng|136
2427|Mantup|136
2428|Kembangbahu|136
2429|Tikung|136
2430|Sarirejo|136
2431|Sukorame|136
2432|Modo|136
2433|Bluluk|136
2434|Ngimbang|136
2435|Kedungpring|136
2436|Babat|136
2437|Solokuro|136
2438|Paciran|136
2439|Brondong|136
2440|Laren|136
2441|Sekaran|136
2442|Maduran|136
2443|Pucuk|136
2444|Sugio|136
2445|Kalitengah|136
2446|Karang Geneng|136
2447|Sukodadi|136
2448|Turi|136
2449|Lamongan|136
2450|Kedungadem|137
2451|Kepoh Baru|137
2452|Kanor|137
2453|Baureno|137
2454|Sumberrejo|137
2455|Trucuk|137
2456|Temayang|137
2457|Sugihwaras|137
2458|Sukosewu|137
2459|Balen|137
2460|Kapas|137
2461|Bubulan|137
2462|Gondang|137
2463|Dander|137
2464|Margomulyo|137
2465|Ngambon|137
2466|Sekar|137
2467|Tambakrejo|137
2468|Ngraho|137
2469|Kedewan|137
2470|Kasiman|137
2471|Padangan|137
2472|Purwosari|137
2473|Ngasem|137
2474|Gayam|137
2475|Malo|137
